id,city,lat,lng,country,capital
11491,Tišina,46.6558,16.0933,Slovenia,1
11492,Šalovci,46.825,16.2981,Slovenia,1
11493,Vitomarci,46.5248,15.9346,Slovenia,1
11494,Dogbo,6.8167,1.7833,Benin,1
11495,Luuka Town,0.7642,33.3319,Uganda,1
11496,Dolneni,41.4264,21.4536,Macedonia,1
11497,Abakaliki,6.3249,8.1137,Nigeria,1
11498,Braslovče,46.2884,15.0386,Slovenia,1
11499,Blace,43.2906,21.2847,Serbia,1
11500,Sveta Ana,46.6497,15.8453,Slovenia,1
11501,Doljevac,43.1968,21.8334,Serbia,1
11502,Cerkvenjak,46.566,15.9429,Slovenia,1
11503,Pombas,17.149,-25.015,Cabo Verde,1
11504,Az̧ Z̧a‘āyin,25.5669,51.4847,Qatar,1
11505,Batočina,44.15,21.0833,Serbia,1
11506,Hrib-Loški Potok,45.7015,14.5901,Slovenia,1
11507,Podvelka,46.5864,15.3286,Slovenia,1
11508,Nsiika,-0.2958,30.3433,Uganda,1
11509,Negotin,44.2167,22.5167,Serbia,1
11510,Rubanda,-1.1864,29.8433,Uganda,1
11511,Ntara,0.0047,30.3661,Uganda,1
11512,Škocjan,45.9069,15.2914,Slovenia,1
11513,Bistrica ob Sotli,46.0589,15.6642,Slovenia,1
11514,Toftir,62.0978,-6.7369,Faroe Islands,1
11515,Kalungu,-0.1681,31.76,Uganda,1
11516,Nelspruit,-25.4745,30.9703,South Africa,1
11517,Bupoto,0.9061,34.3578,Uganda,1
11518,Čučer-Sandevo,42.0975,21.3877,Macedonia,1
11519,Veliko Gradište,44.75,21.5167,Serbia,1
11520,Porkeri,61.4814,-6.7458,Faroe Islands,1
11521,Santa Luċija,36.0431,14.2172,Malta,1
11522,Dimitrovgrad,43.0167,22.7833,Serbia,1
11523,Tomaž pri Ormožu,46.4833,16.0794,Slovenia,1
11524,Al Jabīn,14.704,43.599,Yemen,1
11525,Velika Plana,44.3333,21.0833,Serbia,1
11526,Petrovac na Mlavi,44.3783,21.4194,Serbia,1
11527,Svilajnac,44.2167,21.2,Serbia,1
11528,Boljevac,43.8247,21.9519,Serbia,1
11529,Zelenikovo,41.8867,21.5869,Macedonia,1
11530,Hodoš,46.8285,16.3239,Slovenia,1
11531,Kole,2.4286,32.8011,Uganda,1
11532,Narok,-1.0833,35.8667,Kenya,1
11533,Ouled Djellal,34.4167,5.0667,Algeria,1
11534,Kladovo,44.6039,22.6072,Serbia,1
11535,Mparo,-1.1844,30.0544,Uganda,1
11536,Ol Kalou,-0.273,36.378,Kenya,1
11537,Kasanda,0.5467,31.8197,Uganda,1
11538,Kasaali,-0.6167,31.55,Uganda,1
11539,Šentilj,46.6817,15.6481,Slovenia,1
11540,Bojnik,43.0142,21.718,Serbia,1
11541,Kakumiro,0.7811,31.3231,Uganda,1
11542,Želino,41.9794,21.0619,Macedonia,1
11543,Bogovinje,41.9233,20.9133,Macedonia,1
11544,Kinoni,-0.6583,30.4581,Uganda,1
11545,Sārī,36.5633,53.0601,Iran,1
11546,Koronadal,6.2541,124.9922,Philippines,1
11547,Kibingo,-0.57,30.415,Uganda,1
11548,Pailin,12.8489,102.6093,Cambodia,1
11549,Studeničani,41.9158,21.5306,Macedonia,1
11550,Kara,9.5511,1.1861,Togo,1
11551,Solčava,46.4201,14.6918,Slovenia,1
11552,Topola,44.2525,20.6761,Serbia,1
11553,Suai,-9.3129,125.2565,Timor-Leste,1
11554,Pante Macassar,-9.2,124.3833,Timor-Leste,1
11555,Razkrižje,46.5182,16.2882,Slovenia,1
11556,Waitangi,-43.9514,-176.5611,New Zealand,1
11557,Kalaki,1.816,33.337,Uganda,1
11558,Chiesanuova,43.9061,12.4214,San Marino,1
11559,Saltangará,62.1156,-6.7206,Faroe Islands,1
11560,Mulifanua,-13.8333,-171.9833,Samoa,1
11561,Lospalos,-8.5167,127.0333,Timor-Leste,1
11562,Fort Wellington,6.4,-57.6167,Guyana,1
11563,Ilinden,41.9945,21.58,Macedonia,1
11564,Rabak,13.185,32.744,Sudan,1
11565,Tsirang,27.0219,90.1229,Bhutan,1
11566,Tutong,4.8067,114.6592,Brunei,1
11567,Merošina,43.2833,21.7167,Serbia,1
11568,Viti,42.3214,21.3583,Kosovo,1
11569,Sefwi Wiawso,6.2158,-2.485,Ghana,1
11570,Dobje,46.1369,15.3945,Slovenia,1
11571,Hongseong,36.6009,126.665,South Korea,1
11572,Mersch,49.75,6.1,Luxembourg,1
11573,Muan,34.9897,126.4714,South Korea,1
11574,Bangolo,7.0123,-7.4864,Côte d'Ivoire,1
11575,Saratamata,-15.2875,167.9903,Vanuatu,1
11576,Strendur,62.1096,-6.7617,Faroe Islands,1
11577,Kurumul,-5.855,144.6311,Papua New Guinea,1
11578,Palenga,2.5764,32.3544,Uganda,1
11579,Lamwo,3.53,32.8,Uganda,1
11580,Osilnica,45.5289,14.6983,Slovenia,1
11581,Žitorađa,43.1833,21.7167,Serbia,1
11582,Koceljeva,44.4708,19.807,Serbia,1
11583,Agago,2.9847,33.3306,Uganda,1
11584,Morant Bay,17.8819,-76.4074,Jamaica,1
11585,Star Dojran,41.1865,22.7203,Macedonia,1
11586,Žužemberk,45.8339,14.9292,Slovenia,1
11587,Madīnat ash Shamāl,26.1167,51.2167,Qatar,1
11588,Gadžin Han,43.2203,22.0258,Serbia,1
11589,Ćićevac,43.7167,21.45,Serbia,1
11590,Zavrč,46.3917,16.0497,Slovenia,1
11591,Bhararisain,30.0986,79.2658,India,1
11592,Īlām,33.6374,46.4227,Iran,1
11593,Lipkovo,42.1553,21.5875,Macedonia,1
11594,Bosilegrad,42.5005,22.4728,Serbia,1
11595,Vladimirci,44.6167,19.7833,Serbia,1
11596,Haa,27.3825,89.285,Bhutan,1
11597,Ražanj,43.6667,21.55,Serbia,1
11598,Tvøroyri,61.5544,-6.8063,Faroe Islands,1
11599,Kučevo,44.4833,21.6667,Serbia,1
11600,Boorama,9.9361,43.1828,Somalia,1
11601,San Jose,10.18,125.5683,Philippines,1
11602,Sharan,33.1757,68.7304,Afghanistan,1
11603,Dambai,8.0689,0.1792,Ghana,1
11604,Medveđa,42.8333,21.5833,Serbia,1
11605,Goaso,6.8,-2.5167,Ghana,1
11606,Şuḩār,24.342,56.7299,Oman,1
11607,Şərur,39.5544,44.9826,Azerbaijan,1
11608,Redange-sur-Attert,49.7652,5.8894,Luxembourg,1
11609,Gaoua,10.2992,-3.2508,Burkina Faso,1
11610,Cocieri,47.3,29.1167,Moldova,1
11611,Fuglafjørður,62.2448,-6.815,Faroe Islands,1
11612,Fámjin,61.5264,-6.8769,Faroe Islands,1
11613,Rekovac,43.8667,21.1333,Serbia,1
11614,Knić,43.9167,20.7167,Serbia,1
11615,Samamea,-13.9333,-171.5333,Samoa,1
11616,Nhlangano,-27.1167,31.2,Swaziland,1
11617,Nīlī,33.7218,66.1302,Afghanistan,1
11618,Tabuk,17.4084,121.2785,Philippines,1
11619,Sarpang,26.8639,90.2674,Bhutan,1
11620,Nabilatuk,2.0525,34.5734,Uganda,1
11621,Nova Sintra,14.871,-24.696,Cabo Verde,1
11622,Sédhiou,12.7,-15.55,Senegal,1
11623,Pagėgiai,55.1333,21.9167,Lithuania,1
11624,Qəbələ,40.9825,47.8491,Azerbaijan,1
11625,Pemagatshel,27.0333,91.45,Bhutan,1
11626,Igreja,15.0339,-24.325,Cabo Verde,1
11627,Vágur,61.4733,-6.8175,Faroe Islands,1
11628,Safotulafai,-13.6817,-172.185,Samoa,1
11629,Qacha’s Nek,-30.1167,28.6833,Lesotho,1
11630,Žabari,44.3562,21.2143,Serbia,1
11631,Malo Crniće,44.5667,21.2833,Serbia,1
11632,Tsimasham,27.0989,89.536,Bhutan,1
11633,Pala,9.3646,14.9073,Chad,1
11634,Dalandzadgad,43.5708,104.425,Mongolia,1
11635,Pader,3.05,33.2167,Uganda,1
11636,Otuke,2.4442,33.5028,Uganda,1
11637,Dəvəçi,41.2012,48.9871,Azerbaijan,1
11638,El Meghaïer,33.9506,5.9242,Algeria,1
11639,Norðragøta,62.199,-6.7432,Faroe Islands,1
11640,Leava,-14.2933,-178.1583,Wallis and Futuna,1
11641,Buka,-5.4219,154.6728,Papua New Guinea,1
11642,Anouvông,18.8989,103.0919,Laos,1
11643,Nakapiripirit,1.9167,34.7833,Uganda,1
11644,Satupa‘itea,-13.7659,-172.3269,Samoa,1
11645,Makedonska Kamenica,42.0208,22.5876,Macedonia,1
11646,Golubac,44.653,21.632,Serbia,1
11647,Majdanpek,44.4167,21.9333,Serbia,1
11648,Şūr,22.5667,59.5289,Oman,1
11649,Ribeira Brava,16.615,-24.299,Cabo Verde,1
11650,Žetale,46.275,15.7939,Slovenia,1
11651,Rustavi,42.2897,43.8543,Georgia,1
11652,Sørvágur,62.0717,-7.3066,Faroe Islands,1
11653,Kostel,45.5088,14.91,Slovenia,1
11654,Resen,41.0893,21.0109,Macedonia,1
11655,Cova Figueira,14.89,-24.294,Cabo Verde,1
11656,Vransko,46.172,14.8217,Slovenia,1
11657,Eiði,62.2995,-7.0924,Faroe Islands,1
11658,Oyrarbakki,62.2079,-6.9997,Faroe Islands,1
11659,Pili,13.7177,123.7448,Philippines,1
11660,Vestmanna,62.1548,-7.169,Faroe Islands,1
11661,Gaigirgordub,9.5586,-78.9484,Panama,1
11662,Kyankwanzi,1.2,31.8,Uganda,1
11663,Kvívík,62.1186,-7.0737,Faroe Islands,1
11664,Phôn-Hông,18.4953,102.4153,Laos,1
11665,Sumba,61.4055,-6.709,Faroe Islands,1
11666,Sandavágur,62.0537,-7.1498,Faroe Islands,1
11667,Trgovište,42.3514,22.0921,Serbia,1
11668,Sola,-13.875,167.55,Vanuatu,1
11669,Hov,61.5068,-6.7599,Faroe Islands,1
11670,Tanjung Selor,2.85,117.3833,Indonesia,1
11671,Viðareiði,62.36,-6.5313,Faroe Islands,1
11672,Žagubica,44.1979,21.7902,Serbia,1
11673,Sandur,61.8344,-6.8171,Faroe Islands,1
11674,El Fula,11.7175,28.34,Sudan,1
11675,Lupane,-18.9315,27.807,Zimbabwe,1
11676,Loango,-4.6307,11.8357,Congo (Brazzaville),1
11677,Laascaanood,8.4774,47.3597,Somalia,1
11678,Ntoroko,1.05,30.535,Uganda,1
11679,Húsavík,61.8099,-6.6813,Faroe Islands,1
11680,Georgetown,-7.9286,-14.4119,"Saint Helena, Ascension, and Tristan da Cunha",1
11681,Lhuentse,27.65,91.15,Bhutan,1
11682,Ceerigaabo,10.6162,47.3679,Somalia,1
11683,Kunoy,62.2917,-6.6702,Faroe Islands,1
11684,Skálavík,61.8314,-6.6623,Faroe Islands,1
11685,Wé,-20.9167,167.2653,New Caledonia,1
11686,Kirkja,62.3263,-6.3238,Faroe Islands,1
11687,Sieyik,9.3833,-82.6522,Panama,1
11688,Edinburgh of the Seven Seas,-37.0675,-12.3105,"Saint Helena, Ascension, and Tristan da Cunha",1
11689,Skúvoy,61.771,-6.805,Faroe Islands,1
11690,Gasa,27.9167,89.6833,Bhutan,1
11691,Haymā’,19.9569,56.2758,Oman,1
11692,Idrī,27.4471,13.0517,Libya,1
11693,Unión Chocó,8.0778,-77.5583,Panama,1
11694,Bardaï,21.3533,17.0003,Chad,1
11695,Preševo,42.3067,21.65,Serbia,1
11696,Bujanovac,42.4667,21.7667,Serbia,1
11697,Kitamilo,0.2367,33.27,Uganda,1
11698,Sundsvall,62.4,17.3167,Sweden,0
11699,Xiongzhou,38.9786,116.073,China,
11700,Kalisz,51.7575,18.08,Poland,0
11701,Izumisano,34.4,135.3333,Japan,
11702,Legnica,51.2083,16.1603,Poland,0
11703,Wakefield,53.68,-1.49,United Kingdom,
11704,Pouytenga,12.25,-0.4333,Burkina Faso,
11705,Xiegang,22.9614,114.1412,China,
11706,Kani,35.4261,137.0613,Japan,
11707,Kadaiyanallūr,9.0743,77.3419,India,
11708,Debre Zeyit,8.75,38.9833,Ethiopia,
11709,Luckeesarai,25.1678,86.0944,India,
11710,Dzolokpuita,6.7862,0.4437,Ghana,
11711,Chikusei,36.3071,139.9831,Japan,
11712,Tellicherry,11.7489,75.507,India,
11713,Ad Dujayl,33.8389,44.2481,Iraq,
11714,Tinsukia,27.5,95.367,India,
11715,Gwelej,14.75,36.7167,Eritrea,
11716,Babīlē,9.2167,42.3333,Ethiopia,
11717,Ra’s Ghārib,28.3597,33.0775,Egypt,
11718,Alaminos,16.1553,119.9808,Philippines,
11719,Pili,13.5561,123.2756,Philippines,
11720,Fengning,41.2013,116.6433,China,0
11721,Urgut Shahri,39.419,67.2612,Uzbekistan,0
11722,Dhār,22.5992,75.3028,India,
11723,Sayaxché,16.5167,-90.1833,Guatemala,0
11724,Federal Way,47.3091,-122.3358,United States,
11725,Hanau,50.1328,8.9169,Germany,0
11726,Manteca,37.7927,-121.2264,United States,
11727,Oton,10.6931,122.4736,Philippines,
11728,Hasilpur,29.6967,72.5542,Pakistan,
11729,Silvassa,20.27,73.02,India,
11730,Tsuyama,35.0692,134.0044,Japan,
11731,Bislig,8.2133,126.3161,Philippines,
11732,Lafayette,39.9946,-105.0998,United States,
11733,Itārsi,22.62,77.75,India,
11734,Ballarat,-37.5608,143.8475,Australia,
11735,Kārwār,14.8136,74.1297,India,
11736,Sakata,38.9145,139.8364,Japan,
11737,Abhar,36.1511,49.2244,Iran,0
11738,Tobolsk,58.1953,68.2581,Russia,
11739,Khamīs Mushayţ,18.3,42.7333,Saudi Arabia,
11740,Cottbus,51.7606,14.3342,Germany,0
11741,Hesperia,34.3975,-117.3147,United States,
11742,La Crosse,43.8241,-91.2268,United States,
11743,Al Jammālīyah,31.1792,31.8648,Egypt,
11744,Ifakara,-8.1,36.6833,Tanzania,
11745,Chía,4.85,-74.05,Colombia,0
11746,Breves,-1.6819,-50.48,Brazil,
11747,Weldiya,11.8306,39.6,Ethiopia,
11748,Riberalta,-11.0128,-66.0572,Bolivia,
11749,Sarapul,56.4667,53.8,Russia,
11750,Mīāneh,37.4239,47.7197,Iran,0
11751,Senahú,15.4164,-89.8203,Guatemala,0
11752,Itoshima,33.5539,130.1978,Japan,
11753,Riverview,27.8227,-82.3023,United States,
11754,Es Senia,35.6478,-0.6239,Algeria,
11755,Kontagora,10.403,5.473,Nigeria,0
11756,Ixmiquilpan,20.4861,-99.2589,Mexico,0
11757,Kingsport,36.5224,-82.5454,United States,
11758,Edinburg,26.3196,-98.1597,United States,
11759,Khambhāt,22.3,72.62,India,
11760,Kallūru,15.8162,78.0289,India,
11761,Zárate,-34.0833,-59.0333,Argentina,0
11762,Reyhanlı,36.2692,36.5672,Turkey,0
11763,Bowling Green,36.9716,-86.4378,United States,
11764,Saku,36.2488,138.4769,Japan,
11765,M’lang,6.95,124.8833,Philippines,
11766,Koytendag,37.5,66,Turkmenistan,
11767,Itaituba,-4.2758,-55.9839,Brazil,
11768,Dongducheon,37.9167,127.0667,South Korea,
11769,Worcester,-33.645,19.4436,South Africa,
11770,Votkinsk,57.05,54,Russia,
11771,Paulínia,-22.7611,-47.1542,Brazil,
11772,Iseyin,7.9667,3.6,Nigeria,0
11773,Adjarra,6.5333,2.6667,Benin,
11774,Mariano Roque Alonso,-25.2122,-57.5331,Paraguay,
11775,Fanyang,31.0847,118.1942,China,
11776,Rāmnagar,29.4,79.12,India,
11777,Oodweyne,9.4,45.0667,Somalia,
11778,Carmel,39.965,-86.146,United States,
11779,Chitose,42.821,141.6509,Japan,
11780,Kawkareik,16.5556,98.24,Myanmar,
11781,Longview,32.5193,-94.7622,United States,
11782,Attock Khurd,33.7667,72.3667,Pakistan,
11783,Tracy,37.7269,-121.4523,United States,
11784,Oldham,53.5444,-2.1169,United Kingdom,
11785,Trelew,-43.25,-65.3,Argentina,
11786,Lugo,43.0167,-7.55,Spain,0
11787,Prescott Valley,34.598,-112.3185,United States,
11788,Kambar,27.5868,68.001,Pakistan,
11789,Hammamet,36.4,10.6167,Tunisia,
11790,Witten,51.4333,7.3333,Germany,
11791,Munakata,33.8,130.5333,Japan,
11792,Paragominas,-2.9958,-47.3528,Brazil,
11793,Serov,59.6,60.5667,Russia,
11794,Caotun,23.983,120.7326,Taiwan,
11795,Aşağıçinik,41.2719,36.3508,Turkey,
11796,San Cugat del Vallés,41.4735,2.0852,Spain,
11797,Quilenda,-10.6333,14.3333,Angola,
11798,Hadera,32.45,34.9167,Israel,
11799,Tubarão,-28.4667,-49.0069,Brazil,
11800,Bafra,41.5722,35.9147,Turkey,0
11801,Brantford,43.1667,-80.25,Canada,
11802,Beaverton,45.4779,-122.8168,United States,
11803,Portsmouth,43.058,-70.7826,United States,
11804,Portsmouth,36.8468,-76.354,United States,
11805,Ocozocoautla de Espinosa,16.8,-93.5,Mexico,0
11806,Valença,-13.37,-39.0728,Brazil,
11807,Las Rozas de Madrid,40.4917,-3.8733,Spain,
11808,Yacuiba,-22.0153,-63.6772,Bolivia,
11809,Bodināyakkanūr,10,77.0667,India,
11810,Lorca,37.6798,-1.6944,Spain,
11811,Ituiutaba,-18.9667,-49.4667,Brazil,
11812,Villupuram,11.9401,79.4861,India,
11813,Tucuruí,-3.7678,-49.6728,Brazil,
11814,Lysychansk,48.9169,38.4306,Ukraine,
11815,Jamundí,3.2667,-76.55,Colombia,0
11816,Fishers,39.9588,-85.9659,United States,
11817,Itacoatiara,-3.1428,-58.4439,Brazil,
11818,Vīrappanchathiram,11.3553,77.6678,India,
11819,Ukhta,63.5667,53.7,Russia,
11820,Tomohon,1.3244,124.8225,Indonesia,0
11821,Buin,-33.7333,-70.7333,Chile,
11822,Barra do Piraí,-22.47,-43.8258,Brazil,
11823,Colón,13.7167,-89.3667,El Salvador,
11824,Paraíso,18.3961,-93.2128,Mexico,0
11825,Tandwa,26.55,82.65,India,
11826,Zerakpur,30.65,76.82,India,
11827,Quvasoy,40.3,71.9667,Uzbekistan,0
11828,Paletwa,21.3,92.85,Myanmar,
11829,Tela,15.7833,-87.4667,Honduras,
11830,Greece,43.246,-77.6988,United States,
11831,Harihar,14.5129,75.8072,India,
11832,Balayan,13.9333,120.7333,Philippines,
11833,Iida,35.515,137.8214,Japan,
11834,Caieiras,-23.3644,-46.7408,Brazil,
11835,Do Gonbadān,30.3586,50.7981,Iran,0
11836,Cambé,-23.2758,-51.2778,Brazil,
11837,Kāzerūn,29.6194,51.6542,Iran,0
11838,Tiddim,23.3758,93.6539,Myanmar,
11839,Escalante,10.8333,123.5,Philippines,
11840,Japeri,-22.6431,-43.6533,Brazil,
11841,Iguatu,-6.3589,-39.2989,Brazil,
11842,Wujiaqu,44.167,87.543,China,
11843,Chākdaha,23.08,88.52,India,
11844,Arifwala,30.2981,73.0561,Pakistan,
11845,Nova Lima,-19.9858,-43.8469,Brazil,
11846,Vanderbijlpark,-26.6992,27.8356,South Africa,
11847,Amalner,21.05,75.05,India,
11848,Ōmura,32.9,129.9583,Japan,
11849,Longquan,40.3703,113.7483,China,0
11850,Kimilili,0.7833,34.7167,Kenya,
11851,Leninsk-Kuznetskiy,54.6575,86.1617,Russia,
11852,Kelo,9.31,15.81,Chad,
11853,Mezhdurechensk,53.6864,88.0703,Russia,
11854,Dovzhansk,48.0778,39.6472,Ukraine,0
11855,Sandy,40.5709,-111.8506,United States,
11856,Tiruchengodu,11.379,77.8949,India,
11857,Bendigo,-36.75,144.2667,Australia,
11858,San Tan Valley,33.1786,-111.5629,United States,
11859,Kamisu,35.8899,140.6645,Japan,
11860,Longkeng,24.0341,112.0391,China,
11861,Muzaffarabad,34.3583,73.4722,Pakistan,
11862,Sivakāsi,9.45,77.8,India,
11863,Paramagudi,9.5494,78.5891,India,
11864,Mons,50.45,3.95,Belgium,0
11865,Itaperuna,-21.205,-41.8878,Brazil,
11866,Jinbi,25.7356,101.3239,China,0
11867,Xiluodu,28.236,103.6301,China,0
11868,Emmiganūr,15.7333,77.4833,India,
11869,Nagīna,29.443,78.433,India,
11870,Saint-Michel de l’Atalaye,19.3667,-72.3333,Haiti,
11871,Boli,45.7564,130.5759,China,0
11872,Vāniyambādi,12.6825,78.6167,India,
11873,Shirē,14.1,38.2833,Ethiopia,
11874,Tiruttani,13.18,79.63,India,
11875,Aliağa,38.8008,26.9728,Turkey,0
11876,Closepet,12.723,77.286,India,
11877,Yi Xian,39.3444,115.4954,China,0
11878,Esslingen,48.7333,9.3167,Germany,0
11879,Hương Thủy,16.4,107.6889,Vietnam,
11880,Cáceres,39.4833,-6.3667,Spain,0
11881,Shimada,34.8363,138.1927,Japan,
11882,Allinagaram,10.0119,77.4786,India,
11883,Hanford,36.3274,-119.6549,United States,
11884,Guaíba,-30.1139,-51.325,Brazil,
11885,Bogo,10.7361,14.6108,Cameroon,
11886,Erbaa,40.6667,36.5667,Turkey,0
11887,Balamban,10.4667,123.7833,Philippines,
11888,Sarov,54.9333,43.3167,Russia,
11889,Boca Raton,26.3752,-80.108,United States,
11890,Rubio,7.7,-72.35,Venezuela,0
11891,Daltonganj,24.0333,84.0667,India,
11892,Mianwali,32.5853,71.5436,Pakistan,0
11893,Yalamakūru,15.768,77.482,India,
11894,Rawānduz,36.6119,44.5247,Iraq,0
11895,Middletown,39.5033,-84.3659,United States,
11896,Livonia,42.3972,-83.3733,United States,
11897,San Martín Jilotepeque,14.783,-90.7942,Guatemala,0
11898,Birecik,37.025,37.9769,Turkey,0
11899,Jinshan,25.1496,102.0742,China,0
11900,Gerona,15.6069,120.5986,Philippines,
11901,Nāḩiyat al Karmah,33.3833,43.9,Iraq,
11902,Solikamsk,59.6433,56.75,Russia,
11903,Siguatepeque,14.6,-87.8333,Honduras,
11904,Abreu e Lima,-7.9117,-34.9028,Brazil,
11905,Carson,33.8374,-118.2559,United States,
11906,Valongo,41.1833,-8.5,Portugal,0
11907,Al Jīzah,31.7,35.95,Jordan,0
11908,Toms River,39.9895,-74.1654,United States,
11909,Dod Ballāpur,13.292,77.543,India,
11910,Lagarto,-10.9169,-37.65,Brazil,
11911,Lawang,-7.83,112.7,Indonesia,
11912,Lopez,13.884,122.2604,Philippines,
11913,Bouna,9.2667,-3,Côte d'Ivoire,0
11914,Jaworzno,50.2044,19.27,Poland,0
11915,Behshahr,36.6922,53.5525,Iran,0
11916,Kanuma,36.5671,139.7451,Japan,
11917,Gera,50.8806,12.0833,Germany,0
11918,Lawrence,38.9597,-95.2642,United States,
11919,Grudziądz,53.4875,18.755,Poland,0
11920,Alvand,36.1892,50.0642,Iran,0
11921,Gatchina,59.5684,30.1229,Russia,
11922,Michurinsk,52.8833,40.4833,Russia,
11923,Daanbantayan,11.25,124,Philippines,
11924,Slidell,30.2887,-89.7828,United States,
11925,Bayan Hot,38.8556,105.7001,China,0
11926,Greenburgh,41.033,-73.8412,United States,
11927,Shibata,37.9479,139.3273,Japan,
11928,Santa Cruz Xoxocotlán,17.0296,-96.7352,Mexico,
11929,Glazov,58.1333,52.6667,Russia,
11930,Blacksburg,37.23,-80.4279,United States,
11931,Marmaris,36.85,28.2667,Turkey,0
11932,Helmond,51.4833,5.65,Netherlands,0
11933,San Marcos,33.135,-117.1743,United States,
11934,Kwekwe,-18.9167,29.8167,Zimbabwe,
11935,Tatakan,-6.1116,106.1036,Indonesia,
11936,Cape Breton,46.1389,-60.1931,Canada,
11937,Azumino,36.3039,137.9058,Japan,
11938,Manacapuru,-3.3,-60.6206,Brazil,
11939,Wangjia,30.6218,120.7212,China,
11940,Monkayo,7.8239,126.0536,Philippines,0
11941,Lemery,13.9167,120.8833,Philippines,
11942,Kabacan,7.1167,124.8167,Philippines,
11943,Yunnanyi,25.3916,100.6846,China,
11944,Chiantla,15.3567,-91.4568,Guatemala,0
11945,Itaúna,-20.075,-44.5758,Brazil,
11946,Menderes,38.254,27.134,Turkey,0
11947,Sanjō,37.6368,138.9617,Japan,
11948,Higashi-Matsuyama,36.0422,139.3999,Japan,
11949,Simeulu,2.63,96.09,Indonesia,
11950,Puerto Padre,21.195,-76.6017,Cuba,0
11951,Voskresensk,55.3167,38.7,Russia,
11952,Vilhena,-12.7406,-60.1458,Brazil,
11953,Indanan,6,120.9667,Philippines,
11954,Mikhaylovsk,45.1333,42.0333,Russia,
11955,Santa Barbara,16.0031,120.4008,Philippines,
11956,Goodyear,33.2614,-112.3622,United States,
11957,Jaén,-5.7083,-78.8083,Peru,
11958,Piraquara,-25.4419,-49.0628,Brazil,
11959,Edmond,35.6689,-97.416,United States,
11960,Bedford,52.135,-0.47,United Kingdom,
11961,Mayagüez,18.2003,-67.1397,Puerto Rico,
11962,Linquan,37.9513,110.9877,China,0
11963,Iserlohn,51.3833,7.6667,Germany,
11964,Fall River,41.7136,-71.1015,United States,
11965,Akşehir,38.3575,31.4164,Turkey,0
11966,Contai,21.78,87.75,India,
11967,Bafang,5.15,10.1833,Cameroon,
11968,Suffolk,36.6953,-76.6398,United States,
11969,Terre Haute,39.466,-87.3751,United States,
11970,Hilversum,52.2333,5.1667,Netherlands,0
11971,Samālūţ,28.3097,30.7108,Egypt,
11972,Avignon,43.95,4.8075,France,0
11973,Oss,51.7667,5.5167,Netherlands,0
11974,Phú Thọ,21.4003,105.2225,Vietnam,0
11975,Erciş,39.0311,43.3597,Turkey,0
11976,Wukari,7.8704,9.78,Nigeria,0
11977,Palimbang,6.2167,124.2,Philippines,
11978,Akot,21.1,77.06,India,
11979,Rafaela,-31.2667,-61.4833,Argentina,0
11980,Velikiye Luki,56.3333,30.5333,Russia,
11981,Kilosa,-6.83,36.9875,Tanzania,
11982,Itumbiara,-18.4167,-49.2167,Brazil,
11983,Hanamaki Onsen,39.3886,141.1169,Japan,
11984,Düren,50.8,6.4833,Germany,0
11985,Missoula,46.8751,-114.0214,United States,
11986,Boundiali,9.5167,-6.4833,Côte d'Ivoire,0
11987,Azua,18.46,-70.74,Dominican Republic,0
11988,Laiyuan,39.3515,114.6853,China,
11989,Itapeva,-23.9819,-48.8758,Brazil,
11990,Foumban,5.7167,10.9167,Cameroon,
11991,Tatvan,38.5022,42.2814,Turkey,0
11992,Rāyachoti,14.0583,78.7517,India,
11993,Naju,35.0333,126.7167,South Korea,0
11994,Flensburg,54.7819,9.4367,Germany,0
11995,Lethbridge,49.6942,-112.8328,Canada,
11996,Tübingen,48.52,9.0556,Germany,0
11997,Roswell,34.0391,-84.3513,United States,
11998,Sablayan,12.8428,120.775,Philippines,
11999,Rongwo,35.5165,102.0166,China,0
12000,San Sebastián de los Reyes,40.5469,-3.6258,Spain,
12001,Grahamstown,-33.2996,26.52,South Africa,
12002,Yumbo,3.585,-76.4958,Colombia,0
12003,Kitakami,39.2867,141.1132,Japan,
12004,Bauan,13.7917,121.0085,Philippines,
12005,Gießen,50.5833,8.6667,Germany,0
12006,Kot Kapūra,30.5833,74.9,India,
12007,Saint-Jean-sur-Richelieu,45.3167,-73.2667,Canada,
12008,Vineland,39.4653,-74.9981,United States,
12009,Lavras,-21.245,-45,Brazil,
12010,Acajutla,13.59,-89.8336,El Salvador,
12011,Goalundo Ghāt,23.7333,89.7617,Bangladesh,
12012,Tonacatepeque,13.7833,-89.1167,El Salvador,
12013,Plantation,26.1259,-80.2617,United States,
12014,Kendu Bay,-0.3596,34.64,Kenya,
12015,Alafaya,28.528,-81.1868,United States,
12016,Clarington,43.935,-78.6083,Canada,
12017,Satsumasendai,31.8167,130.3,Japan,
12018,Ubatuba,-23.4339,-45.0708,Brazil,
12019,São João da Boa Vista,-21.9689,-46.7978,Brazil,
12020,Çaycuma,41.4267,32.0758,Turkey,0
12021,Ambohimangakely,-18.9167,47.6,Madagascar,
12022,Funza,4.7167,-74.2167,Colombia,0
12023,Modi‘in Makkabbim Re‘ut,31.9077,35.0076,Israel,
12024,Pickering,43.8354,-79.089,Canada,
12025,Southport,53.6475,-3.0053,United Kingdom,
12026,Ţurayf,31.6775,38.6531,Saudi Arabia,
