id,city,lat,lng,country,capital
16628,Monchegorsk,67.9333,32.9167,Russia,
16629,Dronten,52.5167,5.7167,Netherlands,0
16630,Soran,49.7833,72.85,Kazakhstan,
16631,Anda,16.2896,119.9491,Philippines,
16632,Litian Gezhuang,39.8151,119.0219,China,
16633,Coburg,50.2667,10.9667,Germany,0
16634,Poti,42.15,41.6667,Georgia,0
16635,Sarāb,37.9414,47.5367,Iran,0
16636,Su-ngai Kolok,6.0333,101.9667,Thailand,0
16637,Yagoua,10.3428,15.2406,Cameroon,
16638,Linton Hall,38.7551,-77.575,United States,
16639,Coyuca de Catalán,18.3256,-100.6992,Mexico,0
16640,Korenovsk,45.4686,39.4519,Russia,0
16641,San José de Bocay,13.5428,-85.5397,Nicaragua,0
16642,Myedu,23.1833,95.4,Myanmar,
16643,Peachtree Corners,33.967,-84.232,United States,
16644,Woodlawn,39.3054,-76.7489,United States,
16645,Xinleitou,37.9752,115.2106,China,
16646,Soliman,36.7,10.4833,Tunisia,
16647,Kibawe,7.5678,124.9903,Philippines,
16648,Tequila,20.8794,-103.8356,Mexico,0
16649,Moatize,-16.1167,33.7333,Mozambique,
16650,Santa Rosa del Sur,7.9667,-74.05,Colombia,0
16651,Shimotsuma,36.1844,139.9675,Japan,
16652,Yinggen,19.0372,109.8283,China,0
16653,Fenoarivo Atsinanana,-17.3814,49.4092,Madagascar,0
16654,Kolchugino,56.3167,39.3667,Russia,
16655,Billerica,42.5587,-71.2673,United States,
16656,Beigang,23.5667,120.3,Taiwan,
16657,Rajaori,33.38,74.31,India,
16658,Tādif,36.3481,37.5308,Syria,0
16659,Spassk-Dal’niy,44.6,132.8167,Russia,
16660,Kirchheim unter Teck,48.6483,9.4511,Germany,
16661,Nürtingen,48.6333,9.3333,Germany,
16662,Pine Bluff,34.2116,-92.0173,United States,
16663,Vargem Grande do Sul,-21.8319,-46.8939,Brazil,
16664,Pāmban,9.279,79.2109,India,
16665,Spanish Fork,40.1101,-111.6405,United States,
16666,Hongfengcun,21.9231,111.9329,China,
16667,San,13.3004,-4.9,Mali,0
16668,Medianeira,-25.295,-54.0939,Brazil,
16669,Ishaka,-0.545,30.1383,Uganda,
16670,Tulun,54.5667,100.5667,Russia,
16671,Wunstorf,52.4275,9.4294,Germany,
16672,Pedra Branca,-5.4539,-39.7169,Brazil,
16673,Bragadiru,44.3708,25.975,Romania,
16674,Naga,7.7978,122.6944,Philippines,
16675,San Pedro Necta,15.5,-91.7667,Guatemala,0
16676,Kasibu,16.3181,121.2958,Philippines,
16677,Daram,11.6341,124.7947,Philippines,
16678,Bayt al Faqīh,14.5161,43.3244,Yemen,0
16679,Jaraguá,-15.7569,-49.3339,Brazil,
16680,Nanbaishezhen,37.7526,114.8524,China,
16681,Colomiers,43.6139,1.3367,France,
16682,San Miguel,8.9322,126.0403,Philippines,
16683,Jardinópolis,-21.0178,-47.7639,Brazil,
16684,Tramandaí,-29.985,-50.1339,Brazil,
16685,Socorro,13.0583,121.4117,Philippines,
16686,Wijchen,51.8,5.7333,Netherlands,0
16687,Ihnāsyā al Madīnah,29.0833,30.9333,Egypt,
16688,Tabogon,10.9333,124.0333,Philippines,
16689,Dhamdāha,25.7435,87.1835,India,
16690,Sānand,22.98,72.38,India,
16691,Oqtosh Shahri,39.9269,65.9256,Uzbekistan,0
16692,Satka,55.05,59.0333,Russia,
16693,Santa Cruz,17.0853,120.4553,Philippines,
16694,Santa Maria da Vitória,-13.3978,-44.1978,Brazil,
16695,Ciudad Vieja,14.5233,-90.7667,Guatemala,0
16696,Tagudin,16.9361,120.4464,Philippines,
16697,Eberswalde,52.8333,13.8333,Germany,0
16698,Chojnice,53.7,17.55,Poland,0
16699,Amuntai,-2.4177,115.2494,Indonesia,0
16700,Wujie,24.7,121.7833,Taiwan,
16701,Fitchburg,42.5912,-71.8156,United States,
16702,Hempfield,40.2847,-79.5841,United States,
16703,Nanbei,35.3167,139.1,Japan,
16704,Kearny,40.7528,-74.1202,United States,
16705,Timmins,48.4667,-81.3333,Canada,
16706,Mikołów,50.1667,18.9,Poland,0
16707,Malilipot,13.3167,123.7333,Philippines,
16708,Königswinter,50.6736,7.1947,Germany,
16709,Indi,17.1773,75.9526,India,
16710,Patzicía,14.6336,-90.9268,Guatemala,0
16711,Pīleru,13.6549,78.9471,India,
16712,Buddh Gaya,24.6981,84.9869,India,
16713,Dacun,23.9911,120.5394,Taiwan,
16714,Myski,53.7,87.8167,Russia,
16715,Santa Cruz de Los Taques,11.8231,-70.2535,Venezuela,0
16716,Rājgīr,25.03,85.42,India,
16717,Gonzaga,18.2614,121.9969,Philippines,
16718,Borba,-4.3878,-59.5939,Brazil,
16719,Strezhevoy,60.7333,77.5833,Russia,
16720,Pueblo Nuevo,8.5008,-75.5072,Colombia,0
16721,Kwidzyn,53.7358,18.9308,Poland,0
16722,Podilsk,47.7419,29.535,Ukraine,0
16723,Varash,51.3444,25.8508,Ukraine,0
16724,Panchimalco,13.6167,-89.1833,El Salvador,
16725,Yakacık,36.75,36.2167,Turkey,0
16726,Sarandë,39.875,20.01,Albania,
16727,Rāmganj Mandi,24.6472,75.9444,India,
16728,Ust’-Kut,56.7833,105.6333,Russia,
16729,Santo Domingo,9.988,-84.0686,Costa Rica,
16730,Dohazāri,22.1628,92.0728,Bangladesh,
16731,Gatunda,-1.435,30.0211,Rwanda,
16732,Świnoujście,53.9167,14.25,Poland,0
16733,Sipe Sipe,-17.45,-66.3833,Bolivia,
16734,Jayamkondacholapuram,11.2127,79.3637,India,
16735,Nanmeng,39.1773,116.3751,China,
16736,Maplewood,44.9842,-93.0247,United States,
16737,Yangtangxu,21.6172,110.0319,China,
16738,Patulul,14.4167,-91.1667,Guatemala,0
16739,Arraiján,8.95,-79.65,Panama,0
16740,Tuchín,9.1858,-75.5553,Colombia,0
16741,Herstal,50.6667,5.6333,Belgium,
16742,Yuzawa,39.1641,140.4948,Japan,
16743,Lidköping,58.5,13.1833,Sweden,0
16744,Saint-Germain-en-Laye,48.8989,2.0938,France,0
16745,Copán,14.8375,-89.1425,Honduras,
16746,Fredericia,55.5667,9.75,Denmark,0
16747,Peddapalli,18.6162,79.3832,India,
16748,Paranaíba,-19.6769,-51.1908,Brazil,
16749,Mableton,33.8133,-84.5655,United States,
16750,Sorel-Tracy,46.0333,-73.1167,Canada,
16751,Naini Tal,29.3919,79.4542,India,
16752,Masaki,33.7833,132.7167,Japan,
16753,Pilate,19.6667,-72.55,Haiti,
16754,Karabulak,43.3167,44.9167,Russia,
16755,Schertz,29.565,-98.2535,United States,
16756,Ambohitrimanjaka,-18.8667,47.4333,Madagascar,
16757,Yarumal,7,-75.5,Colombia,0
16758,Newnan,33.3767,-84.7761,United States,
16759,Thionville,49.3589,6.1692,France,0
16760,Ayagöz,47.9667,80.4333,Kazakhstan,0
16761,Kitaibaraki,36.8019,140.751,Japan,
16762,Amancio,20.8197,-77.5844,Cuba,0
16763,Almenara,-16.1005,-40.7101,Brazil,
16764,Hellevoetsluis,51.8167,4.1333,Netherlands,0
16765,Gaolincun,39.0887,115.6617,China,
16766,Clermont,28.5325,-81.7208,United States,
16767,Mondragon,12.5167,124.75,Philippines,
16768,North Fort Myers,26.7244,-81.8485,United States,
16769,Schwäbisch Hall,49.1122,9.7375,Germany,0
16770,Baichigan,39.5275,115.8564,China,
16771,Tālcher,20.95,85.23,India,
16772,Geel,51.1667,5,Belgium,
16773,Sinanpaşa,38.75,30.25,Turkey,0
16774,Maayon,11.3903,122.7828,Philippines,
16775,Alcala,17.9031,121.6556,Philippines,
16776,Paliā Kalān,28.45,80.5833,India,
16777,Verkhnyaya Salda,58.0456,60.5533,Russia,
16778,Marlborough,42.3494,-71.5468,United States,
16779,Vineyard,38.474,-121.324,United States,
16780,Erzin,36.9533,36.2033,Turkey,0
16781,Agar,23.7118,76.0157,India,
16782,Santo Tomas,16.2833,120.3833,Philippines,
16783,Komoro,36.3275,138.4258,Japan,
16784,Morrinhos,-17.7319,-49.1008,Brazil,
16785,Bury Saint Edmunds,52.2474,0.7183,United Kingdom,
16786,Zduńska Wola,51.6,18.9667,Poland,0
16787,Novo Horizonte,-21.4678,-49.2208,Brazil,
16788,Leinfelden-Echterdingen,48.6928,9.1428,Germany,
16789,New Tecumseth,44.0833,-79.75,Canada,
16790,Mersa,11.6667,39.6583,Ethiopia,
16791,Tabarka,36.9544,8.7581,Tunisia,
16792,Coram,40.8812,-73.0059,United States,
16793,Nowa Sól,51.8,15.7167,Poland,0
16794,Villa Ángela,-27.5833,-60.7167,Argentina,0
16795,Lasam,18.0667,121.6,Philippines,
16796,Szigetszentmiklós,47.3456,19.0483,Hungary,0
16797,Antequera,37.0183,-4.5597,Spain,
16798,Sovetsk,55.0808,21.8864,Russia,0
16799,Patti,31.28,74.86,India,
16800,Sherghāti,24.57,84.78,India,
16801,La Libertad,10.0333,123.2167,Philippines,
16802,Compiègne,49.4149,2.8231,France,0
16803,Hückelhoven,51.0608,6.2197,Germany,
16804,Tanxia,23.9475,115.5361,China,
16805,Tiegan,38.1536,115.3248,China,
16806,Marlboro,40.3427,-74.2567,United States,
16807,El Tocuyo,9.7822,-69.7931,Venezuela,0
16808,Qiryat Yam,32.8333,35.0667,Israel,
16809,Vavveru,14.5594,79.8725,India,
16810,Guácimo,10.2025,-83.6223,Costa Rica,
16811,Bensheim,49.6667,8.6167,Germany,
16812,Niquero,20.0472,-77.5781,Cuba,0
16813,Arauquita,7.0303,-71.4356,Colombia,0
16814,Girau do Ponciano,-9.8839,-36.8289,Brazil,
16815,Chaves,41.7406,-7.4714,Portugal,0
16816,Hatfield,51.7636,-0.2258,United Kingdom,
16817,Ganta,7.2375,-8.9814,Liberia,
16818,Freiberg,50.9119,13.3428,Germany,0
16819,São Mateus do Sul,-25.8739,-50.3828,Brazil,
16820,Kovvūr,17.017,81.731,India,
16821,Sumoto,34.35,134.9,Japan,
16822,Järvenpää,60.475,25.0917,Finland,0
16823,Anyuan,34.8839,105.2758,China,
16824,San Jose de Urquico,15.4781,120.4639,Philippines,
16825,Villanueva,8.5833,124.7833,Philippines,
16826,Yingzhou Linchang,18.4199,109.8553,China,
16827,San Juan,16.6667,120.3333,Philippines,
16828,Unzen,32.8353,130.1875,Japan,
16829,Constitución,-35.3333,-72.4167,Chile,
16830,Temryuk,45.2667,37.3667,Russia,0
16831,Halfeti,37.2489,37.8658,Turkey,0
16832,Anglet,43.485,-1.5183,France,
16833,São Manuel,-22.7308,-48.5708,Brazil,
16834,Amami,28.3783,129.4944,Japan,
16835,Vallehermoso,10.3333,123.3167,Philippines,
16836,Tagbina,8.4578,126.1578,Philippines,
16837,Guaduas,5.0694,-74.5981,Colombia,0
16838,Paraíba do Sul,-22.1619,-43.2928,Brazil,
16839,Matiguás,12.8372,-85.4619,Nicaragua,0
16840,Shanhe,35.4844,108.364,China,0
16841,Ardeşen,41.19,40.9831,Turkey,0
16842,Penn Hills,40.4762,-79.8254,United States,
16843,Ambositra,-20.5167,47.25,Madagascar,0
16844,Bartlett,41.9804,-88.2071,United States,
16845,Tampakan,6.45,124.9333,Philippines,
16846,Pilāni,28.37,75.6,India,
16847,Kabuga,-1.9667,30.2167,Rwanda,
16848,Jeremoabo,-10.0669,-38.35,Brazil,
16849,Mobo,12.3372,123.6581,Philippines,
16850,Ostfildern,48.7333,9.25,Germany,
16851,Lemgo,52.0272,8.9117,Germany,
16852,Jiquipilas,16.5333,-93.6667,Mexico,0
16853,Mucuri,-18.0858,-39.5508,Brazil,
16854,Bazar-Korgon,41.0417,72.7472,Kyrgyzstan,0
16855,Hollister,36.8555,-121.3986,United States,
16856,Upper Hutt,-41.1333,175.05,New Zealand,
16857,Ciudad Darío,12.7322,-86.1233,Nicaragua,0
16858,Bullhead City,35.1205,-114.5461,United States,
16859,Dois Vizinhos,-25.75,-53.0569,Brazil,
16860,Bolesławiec,51.2667,15.5667,Poland,0
16861,Lancaster,32.5922,-96.7739,United States,
16862,Pirmasens,49.2,7.6,Germany,0
16863,Chambas,22.1967,-78.9133,Cuba,0
16864,Sint-Truiden,50.8167,5.1833,Belgium,
16865,Nabas,11.8278,122.0939,Philippines,
16866,Maarssen,52.1351,5.0413,Netherlands,0
16867,Segovia,7.0781,-74.7017,Colombia,0
16868,Uozu,36.8273,137.4092,Japan,
16869,Grove City,39.8654,-83.069,United States,
16870,Marion,42.0451,-91.585,United States,
16871,Brookfield,43.064,-88.1231,United States,
16872,Bagua Grande,-5.7572,-78.4453,Peru,
16873,Puerto Gaitán,4.3142,-72.0825,Colombia,0
16874,Pyt’-Yakh,60.75,72.7833,Russia,
16875,Dowlatābād,32.7997,51.6956,Iran,0
16876,Delaware,40.2851,-83.0741,United States,
16877,Gap,44.5594,6.0786,France,0
16878,Maddela,16.3411,121.6833,Philippines,
16879,Mambusao,11.43,122.5953,Philippines,
16880,Katō,34.9167,134.9667,Japan,
16881,Novozybkov,52.5333,31.9333,Russia,0
16882,Jogbani,26.4024,87.2656,India,
16883,Larantuka,-8.3133,123.0042,Indonesia,0
16884,Taicheng,38.7206,113.2437,China,0
16885,Barr Eliâs,33.775,35.9,Lebanon,
16886,Lobo,13.65,121.25,Philippines,
16887,Osório,-29.8869,-50.27,Brazil,
16888,Woburn,42.4869,-71.1543,United States,
16889,Columbia,35.6238,-87.0484,United States,
16890,Germantown,35.0829,-89.7824,United States,
16891,Partāpnagar,25.4145,87.0787,India,
16892,Krishnarājāsāgara,12.4398,76.3828,India,
16893,Inhambupe,-11.7839,-38.3528,Brazil,
16894,Chebarkul,54.9833,60.3667,Russia,
16895,Shelton,41.306,-73.1383,United States,
16896,Romny,50.7428,33.4879,Ukraine,0
16897,Maragondon,14.2667,120.7333,Philippines,
16898,Covington,39.0334,-84.5166,United States,
16899,Delījān,33.9906,50.6839,Iran,0
16900,Balaoan,16.8167,120.4,Philippines,
16901,Westfield,42.1382,-72.7561,United States,
16902,Ciudad Piar,7.4522,-63.32,Venezuela,0
16903,Yomitan,26.3961,127.7444,Japan,
16904,Tirukkoyilūr,11.95,79.2,India,
16905,Kitob,39.1336,66.8819,Uzbekistan,
16906,Pugachev,52.0167,48.8,Russia,
16907,Barreiros,-8.8167,-35.2,Brazil,
16908,Apóstoles,-27.9167,-55.7667,Argentina,0
16909,Woodstock,43.1306,-80.7467,Canada,
16910,Mangaratiba,-22.96,-44.0408,Brazil,
16911,Nowgong,25.0574,79.4381,India,
16912,Promissão,-21.5369,-49.8583,Brazil,
16913,Kadūr,13.5529,76.0116,India,
16914,Rio Real,-11.4833,-37.9344,Brazil,
16915,Ciudad Barrios,13.7667,-88.2667,El Salvador,
16916,Wageningen,51.9667,5.6667,Netherlands,0
16917,Chiredzi,-21.0389,31.6778,Zimbabwe,
16918,Ahlat,38.7528,42.4944,Turkey,0
16919,Tianzhong,23.8595,120.5878,Taiwan,
16920,Cuito Cuanavale,-15.1667,19.1667,Angola,
16921,Valladolid,10.4667,122.8333,Philippines,
16922,Abadan,38.0517,58.21,Turkmenistan,
16923,Caeté,-19.88,-43.67,Brazil,
16924,São Bento,-2.6958,-44.8208,Brazil,
16925,Zoumi,34.8,-5.35,Morocco,
16926,Santa Eulalia del Río,38.9847,1.5336,Spain,
16927,Samālkha,29.23,77.02,India,
16928,Zhujiezhen,23.746,104.899,China,
16929,Bañga,11.6389,122.3331,Philippines,
16930,Tomar,39.6,-8.4167,Portugal,0
16931,Pereslavl’-Zalesskiy,56.7381,38.8562,Russia,
16932,Neumarkt,49.2833,11.4667,Germany,0
16933,Sabalgarh,26.25,77.4,India,
16934,Gonābād,34.3528,58.6836,Iran,0
16935,Friendswood,29.511,-95.1981,United States,
16936,Pālampur,32.1097,76.5366,India,
16937,The Acreage,26.774,-80.2779,United States,
16938,Jhābua,22.7677,74.5909,India,
16939,Lugoj,45.7056,21.9258,Romania,
16940,Qeshm,26.9581,56.2719,Iran,0
16941,Pie de Pató,5.5333,-77,Colombia,0
16942,Weißenfels,51.2,11.9667,Germany,
16943,Kīlakkarai,9.2314,78.7848,India,
16944,Boucherville,45.6,-73.45,Canada,
16945,Khowrmūj,28.6489,51.3794,Iran,0
16946,Yalutorovsk,56.65,66.2833,Russia,
16947,Pachrūkha,26.7373,84.8861,India,
16948,Sivaganga,9.8433,78.4809,India,
16949,Arys,42.4333,68.8,Kazakhstan,
16950,Siay,7.7056,122.8641,Philippines,
16951,Essex,39.3021,-76.4449,United States,
16952,Komono,35.02,136.5075,Japan,
16953,Buchholz in der Nordheide,53.3167,9.8667,Germany,
16954,Barra de São Francisco,-18.755,-40.8908,Brazil,
16955,Nanuque,-17.8389,-40.3539,Brazil,
16956,Nabarūh,31.0942,31.3,Egypt,
16957,Channarāyapatna,12.9,76.39,India,
16958,Vellakkovil,10.93,77.72,India,
16959,Buxtehude,53.4769,9.7011,Germany,
16960,Montélimar,44.5581,4.7508,France,
16961,Khawr Fakkān,25.3333,56.35,United Arab Emirates,
16962,La Unión,4.5331,-76.1006,Colombia,0
16963,Bayındır,38.2192,27.6481,Turkey,0
16964,Soe,-9.8667,124.2833,Indonesia,0
16965,Santo Antônio de Pádua,-21.5389,-42.18,Brazil,
16966,Pechora,65.1667,57.25,Russia,
16967,Löhne,52.2,8.7,Germany,
16968,Douar Laouamra,31.8,-8.7167,Morocco,
16969,Manalapan,40.28,-74.3436,United States,
16970,Leyte,11.3667,124.4833,Philippines,
16971,Panglao,9.5833,123.75,Philippines,
16972,Braine-l’Alleud,50.6806,4.3717,Belgium,
16973,Lordegān,31.5081,50.8319,Iran,0
16974,Rizal,12.4667,120.9667,Philippines,
16975,Agano,37.8344,139.226,Japan,
16976,Huaura,-11.1,-77.6,Peru,
16977,Islāmpur,25.1407,85.2059,India,
16978,Xinguara,-7.095,-49.9458,Brazil,
16979,Ban Bang Khu Lat,13.9134,100.369,Thailand,
16980,Mailapur,13.021,77.938,India,
16981,Maihar,24.262,80.761,India,
16982,Duncanville,32.646,-96.9127,United States,
16983,Taysan,13.7833,121.2,Philippines,
16984,Murtajāpur,20.73,77.51,India,
16985,Uray,60.1333,64.8,Russia,
16986,Freital,51.0167,13.65,Germany,
16987,Cabatuan,16.9589,121.6692,Philippines,
16988,Dingras,18.1036,120.6975,Philippines,
16989,Cumbal,0.9078,-77.7908,Colombia,0
16990,Payabon,9.7667,123.1333,Philippines,
16991,Augusto Correa,-1.0219,-46.645,Brazil,
16992,Halberstadt,51.8958,11.0467,Germany,0
16993,Yian,47.8804,125.3,China,0
16994,Al Qā‘idah,13.7569,44.1392,Yemen,
16995,Maintal,50.15,8.8333,Germany,
16996,Lilio,14.13,121.436,Philippines,
16997,Cedar Falls,42.5195,-92.4536,United States,
16998,Andradas,-22.0678,-46.5689,Brazil,
16999,Magburaka,8.7169,-11.9433,Sierra Leone,
17000,Milton,34.1353,-84.3139,United States,
17001,Yajalón,17.1833,-92.3167,Mexico,0
17002,Olintepeque,14.8833,-91.5167,Guatemala,0
17003,Cauquenes,-35.9667,-72.35,Chile,0
17004,Lishaocun,22.7236,111.4607,China,
17005,Hofheim,50.0833,8.45,Germany,0
17006,Camaná,-16.6167,-72.7167,Peru,
17007,Aracataca,10.5937,-74.1928,Colombia,0
17008,Heemskerk,52.5167,4.6667,Netherlands,0
17009,Aizawa,35.5288,139.3216,Japan,
17010,Sirinhaém,-8.5908,-35.1158,Brazil,
17011,Zainsk,55.3,52.0167,Russia,
17012,Weslaco,26.1599,-97.9877,United States,
17013,Begamganj,23.5992,78.3406,India,
17014,Lake Oswego,45.4129,-122.7004,United States,
17015,Junnar,19.2,73.88,India,
17016,Imbituba,-28.24,-48.67,Brazil,
17017,Ōzu,33.5,132.55,Japan,
17018,Uchqŭrghon Shahri,41.1214,72.0936,Uzbekistan,0
17019,Jipijapa,-1.3486,-80.5786,Ecuador,
17020,Ilıca,39.9458,41.1053,Turkey,0
17021,Malalag,6.6,125.4,Philippines,
17022,Túquerres,1.0833,-77.6167,Colombia,0
17023,Glenrothes,56.198,-3.178,United Kingdom,
17024,Fonds Verrettes,18.3833,-71.85,Haiti,
17025,Lancaster,39.7248,-82.6049,United States,
17026,Beyneū,45.3247,55.1958,Kazakhstan,
17027,Ampana,-0.8667,121.5833,Indonesia,0
17028,Hailākāndi,24.6839,92.561,India,
17029,Schorndorf,48.8,9.5333,Germany,
17030,Plaridel,8.6214,123.7101,Philippines,
17031,Jāle,26.38,85.72,India,
17032,Molina,-35.1144,-71.2825,Chile,
17033,Balud,12.0369,123.1935,Philippines,
17034,Majibacoa,20.9172,-76.8764,Cuba,
17035,Findlay,41.0469,-83.6379,United States,
17036,Leramatang,-8.4,123.57,Indonesia,0
17037,Belaya Kalitva,48.1833,40.7667,Russia,0
17038,San Fernando de Henares,40.4256,-3.5353,Spain,
17039,Tietê,-23.1019,-47.715,Brazil,
17040,Gourcy,13.2167,-2.35,Burkina Faso,0
17041,Arawa,-6.225,155.5667,Papua New Guinea,
17042,New Berlin,42.9726,-88.1291,United States,
17043,Kunigal,13.0232,77.0252,India,
17044,Tosya,41.0172,34.0383,Turkey,0
17045,Águas Belas,-9.1167,-37.1167,Brazil,
17046,Oświęcim,50.0381,19.2214,Poland,0
17047,Považská Bystrica,49.1139,18.4417,Slovakia,0
17048,L’Asile,18.3833,-73.4167,Haiti,
17049,Santo Niño,6.4333,124.6833,Philippines,
17050,Itoigawa,37.039,137.8627,Japan,
17051,Sarāqib,35.8636,36.8006,Syria,0
17052,Kasumigaura,36.1517,140.2371,Japan,
17053,Havza,40.9667,35.6667,Turkey,0
17054,Uttarkāshi,30.73,78.45,India,
17055,Secunda,-26.5161,29.2028,South Africa,
17056,Nawābganj,28.54,79.633,India,
17057,Sejenane,37.0564,9.2383,Tunisia,
17058,Sindgi,16.92,76.234,India,
17059,Bāsudebpur,21.1197,86.729,India,
17060,Camargo,27.667,-105.167,Mexico,0
17061,Tipton,52.5259,-2.0751,United Kingdom,
17062,Santiago Nonualco,13.5167,-88.95,El Salvador,
17063,Hutchinson,38.0671,-97.9081,United States,
17064,Holly Springs,35.6526,-78.8399,United States,
17065,Mtsensk,53.2833,36.5667,Russia,
17066,Tutayev,57.8833,39.55,Russia,
17067,French Valley,33.5999,-117.1069,United States,
17068,Vyshneve,50.3869,30.3581,Ukraine,
17069,Hangu,33.5333,71.0667,Pakistan,0
17070,Longtang,26.1984,107.7946,China,
17071,Kālimpong,27.06,88.47,India,
17072,Raxruhá,15.8666,-90.0424,Guatemala,0
17073,Ninove,50.8333,4.0167,Belgium,
17074,Draguignan,43.5403,6.4667,France,0
17075,Medgidia,44.2503,28.2614,Romania,
17076,Security-Widefield,38.7489,-104.7142,United States,
17077,Kambia,9.1167,-12.9167,Sierra Leone,
17078,Soavinandriana,-19.1667,46.7333,Madagascar,
17079,Oroqen Zizhiqi,50.5667,123.7167,China,0
17080,Sagae,38.3809,140.276,Japan,
17081,Vendrell,41.2201,1.5348,Spain,
17082,Raub,3.7931,101.8569,Malaysia,
17083,Zacualpa,15.0272,-90.8778,Guatemala,0
17084,Neu Isenburg,50.05,8.7,Germany,
17085,Skövde,58.3833,13.85,Sweden,0
17086,Hurst,32.8353,-97.1809,United States,
17087,Amursk,50.2167,136.9,Russia,
17088,Baksan,43.6825,43.5339,Russia,
17089,Otavalo,0.2303,-78.2625,Ecuador,
17090,Romeoville,41.6318,-88.0997,United States,
17091,Crystal Lake,42.2333,-88.3351,United States,
17092,Altagracia de Orituco,9.8504,-66.38,Venezuela,0
17093,Siniloan,14.4167,121.45,Philippines,
17094,Unión de Reyes,22.8003,-81.5372,Cuba,0
17095,Janīn,32.4611,35.3,West Bank,
17096,Jayrūd,33.8067,36.7403,Syria,0
17097,Jalalabad,35.88,74.493,Pakistan,
17098,Zhongbai,26.7723,107.8883,China,
17099,Alashankou,45.1733,82.5546,China,0
17100,Ettlingen,48.9333,8.4,Germany,
17101,Vavuniya,8.75,80.4833,Sri Lanka,
17102,Tarauacá,-8.1608,-70.7658,Brazil,
17103,Matsoandakana,-14.9667,49.25,Madagascar,
17104,Revelganj,25.78,84.67,India,
17105,Jiaozishan,26.3342,105.9324,China,
17106,Bangkinang,0.35,101.0333,Indonesia,0
17107,Völklingen,49.25,6.8333,Germany,
17108,Pamplona,9.4667,123.1167,Philippines,
17109,Baco,13.3584,121.0977,Philippines,
17110,Alimodian,10.8196,122.4322,Philippines,
17111,Kyaukme,22.5392,97.0283,Myanmar,
17112,Tago,9.0192,126.2333,Philippines,
17113,Pojuca,-12.3659,-38.2433,Brazil,
17114,Idangansālai,11.6272,77.989,India,
17115,Langen,49.9833,8.6667,Germany,
17116,Huamachuco,-7.812,-78.0487,Peru,
17117,Halle,50.7361,4.2372,Belgium,
17118,Zimapan,20.7333,-99.3833,Mexico,
17119,Ossining,41.1559,-73.8564,United States,
17120,Rauma,61.1333,21.5,Finland,0
17121,San Nicolas,16.07,120.7653,Philippines,
17122,Acevedo,1.8192,-75.8964,Colombia,0
17123,Villa de San Diego de Ubaté,5.3072,-73.8144,Colombia,0
17124,Xinlizhuang,39.2832,116.1727,China,
17125,Yecapixtla,18.8833,-98.865,Mexico,0
17126,Tivaouane,14.95,-16.8167,Senegal,
17127,Atmakūr,15.8779,78.5884,India,
17128,Clinton,38.7499,-76.9063,United States,
17129,Poblacion,7.5086,125.9206,Philippines,
17130,Ahaus,52.0667,7,Germany,
17131,Weibo,38.029,115.2174,China,
17132,São José de Mipibu,-6.075,-35.2378,Brazil,
17133,Palauig,15.4336,119.9083,Philippines,
17134,Ayirāpuram,9.8781,76.3039,India,
17135,Meadow Woods,28.3698,-81.3467,United States,
17136,Magsaysay,12.3117,121.1472,Philippines,
17137,Carol Stream,41.9181,-88.1307,United States,
17138,Brighton,39.9716,-104.7963,United States,
17139,Rio Negrinho,-26.2539,-49.5178,Brazil,
17140,Agoncillo,13.9334,120.9285,Philippines,
17141,Écija,37.5333,-5.0833,Spain,
17142,Kīsh,26.5578,54.0194,Iran,
17143,Nueva Santa Rosa,14.3811,-90.2761,Guatemala,0
17144,San Nicolas,18.175,120.595,Philippines,
17145,Kırkağaç,39.1039,27.67,Turkey,0
17146,Northampton,40.2104,-75.0014,United States,
17147,Matías Romero,16.8798,-95.0391,Mexico,
17148,Betun,-9.4953,124.9603,Indonesia,0
17149,Michalovce,48.7553,21.9133,Slovakia,0
17150,Guaíra,-20.3178,-48.3108,Brazil,
17151,Soria,41.7667,-2.4667,Spain,0
17152,Wālājāpet,12.9255,79.3652,India,
17153,Nūrpur,29.15,78.4,India,
17154,Srebrenik,44.7,18.4833,Bosnia and Herzegovina,0
17155,Winslow,39.7027,-74.9029,United States,
17156,Würselen,50.8167,6.1333,Germany,
17157,Clarin,8.2,123.85,Philippines,
17158,Pamplona,13.5925,123.0833,Philippines,
17159,Bādepalli,16.7549,78.1443,India,
17160,Waxahachie,32.4035,-96.8446,United States,
17161,Kurobeshin,36.8667,137.45,Japan,
17162,Veruela,8.0698,125.9554,Philippines,
17163,Villamontes,-21.2608,-63.4761,Bolivia,
17164,Toukountouna,10.4986,1.3756,Benin,
17165,Apsheronsk,44.4667,39.7333,Russia,0
17166,Reynoldsburg,39.9588,-82.7943,United States,
17167,Líbano,4.9167,-75.1667,Colombia,0
17168,Bosconia,9.9761,-73.8903,Colombia,0
17169,Dolores,16.5142,-89.4158,Guatemala,0
17170,Mibu,36.4422,139.8147,Japan,
17171,La Rinconada,37.4833,-5.9667,Spain,
17172,Kalingalan Caluang,5.8833,121.2667,Philippines,
17173,Todos Santos Cuchumatán,15.5116,-91.6051,Guatemala,0
17174,Buldon,7.5167,124.3667,Philippines,
17175,Sogod,10.75,124,Philippines,
17176,Talacogon,8.4488,125.7869,Philippines,
17177,Niederkassel,50.8167,7.0333,Germany,
